idPartido;division;temporada;jornada;matchDate;LocalName;EquipoLocalId;localMarketValue;PuntosClasiLocal;GolesAFavorLocal;GolesEnContraLocal;VisitanteName;EquipoVisitanteId;visitanteMarketValue;PuntosClasiVisitante;GolesAFavorVisitante;GolesEnContraVisitante;golesLocal;golesVisitante;golDiff
216;2;2022-23;20;2022-12-11;Sporting de Gijón;19;-1;26;22;21;FC Cartagena;6;-1;31;23;18;0;0;0
217;2;2022-23;20;2022-12-11;Ponferradina;17;-1;18;18;27;Lugo;13;-1;18;17;25;1;0;1
218;2;2022-23;20;2022-12-11;Racing de Santander;18;-1;18;9;15;Mirandés;15;-1;20;21;25;1;2;-1
219;2;2022-23;20;2022-12-11;Las Palmas;10;-1;35;22;10;Albacete;2;-1;26;21;24;1;2;-1
220;2;2022-23;20;2022-12-12;Alavés;1;-1;34;22;17;Levante;12;-1;32;20;13;0;2;-2
221;2;2022-23;21;2022-12-16;Tenerife;20;-1;24;21;23;Andorra;3;-1;28;21;16;1;1;0
222;2;2022-23;21;2022-12-17;FC Cartagena;6;-1;32;23;18;Racing de Santander;18;-1;18;10;17;0;3;-3
223;2;2022-23;21;2022-12-17;Mirandés;15;-1;23;23;26;Ponferradina;17;-1;21;19;27;2;1;1
224;2;2022-23;21;2022-12-17;Oviedo;16;-1;24;12;15;Sporting de Gijón;19;-1;27;22;21;1;0;1
225;2;2022-23;21;2022-12-17;Lugo;13;-1;18;17;26;Granada;7;-1;32;24;14;1;0;1
226;2;2022-23;21;2022-12-17;Villarreal B;21;-1;28;23;24;Las Palmas;10;-1;35;23;12;0;1;-1
227;2;2022-23;21;2022-12-18;Burgos CF;4;-1;34;18;10;Huesca;8;-1;27;16;17;1;1;0
228;2;2022-23;21;2022-12-18;Albacete;2;-1;29;23;25;Ibiza;9;-1;16;14;28;4;0;4
229;2;2022-23;21;2022-12-18;Málaga;14;-1;16;15;25;Alavés;1;-1;34;22;19;1;0;1
230;2;2022-23;21;2022-12-18;Levante;12;-1;35;22;13;Eibar;5;-1;36;24;17;0;0;0
231;2;2022-23;21;2022-12-19;Leganés;11;-1;27;20;19;Zaragoza;22;-1;25;17;17;2;1;1
232;2;2022-23;22;2023-01-06;Leganés;11;-1;30;22;20;Lugo;13;-1;21;18;26;1;0;1
233;2;2022-23;22;2023-01-06;Ponferradina;17;-1;21;20;29;Villarreal B;21;-1;28;23;25;2;1;1
234;2;2022-23;22;2023-01-06;Sporting de Gijón;19;-1;27;22;22;Levante;12;-1;36;22;13;1;1;0
235;2;2022-23;22;2023-01-07;Alavés;1;-1;34;22;20;Burgos CF;4;-1;35;19;11;1;0;1
236;2;2022-23;22;2023-01-07;Andorra;3;-1;29;22;17;Oviedo;16;-1;27;13;15;3;1;2
237;2;2022-23;22;2023-01-07;Málaga;14;-1;19;16;25;Tenerife;20;-1;25;22;24;1;1;0
238;2;2022-23;22;2023-01-08;Eibar;5;-1;37;24;17;Ibiza;9;-1;16;14;32;1;0;1
239;2;2022-23;22;2023-01-08;Las Palmas;10;-1;38;24;12;Racing de Santander;18;-1;21;13;17;1;1;0
240;2;2022-23;22;2023-01-08;Granada;7;-1;32;24;15;FC Cartagena;6;-1;32;23;21;1;0;1
241;2;2022-23;22;2023-01-08;Zaragoza;22;-1;25;18;19;Mirandés;15;-1;26;25;27;0;0;0
242;2;2022-23;22;2023-01-09;Huesca;8;-1;28;17;18;Albacete;2;-1;32;27;25;1;1;0
243;2;2022-23;23;2023-01-13;Oviedo;16;-1;27;14;18;Alavés;1;-1;37;23;20;1;0;1
244;2;2022-23;23;2023-01-14;FC Cartagena;6;-1;32;23;22;Huesca;8;-1;29;18;19;0;0;0
245;2;2022-23;23;2023-01-14;Ibiza;9;-1;16;14;33;Las Palmas;10;-1;39;25;13;1;2;-1
246;2;2022-23;23;2023-01-14;Racing de Santander;18;-1;22;14;18;Sporting de Gijón;19;-1;28;23;23;2;0;2
247;2;2022-23;23;2023-01-14;Villarreal B;21;-1;28;24;27;Zaragoza;22;-1;26;18;19;2;3;-1
248;2;2022-23;23;2023-01-14;Levante;12;-1;37;23;14;Granada;7;-1;35;25;15;3;1;2
249;2;2022-23;23;2023-01-14;Tenerife;20;-1;26;23;25;Ponferradina;17;-1;24;22;30;0;0;0
250;2;2022-23;23;2023-01-15;Eibar;5;-1;40;25;17;Málaga;14;-1;20;17;26;2;1;1
251;2;2022-23;23;2023-01-15;Burgos CF;4;-1;35;19;12;Andorra;3;-1;32;25;18;2;1;1
252;2;2022-23;23;2023-01-15;Mirandés;15;-1;27;25;27;Lugo;13;-1;21;18;27;2;0;2
253;2;2022-23;23;2023-01-16;Albacete;2;-1;33;28;26;Leganés;11;-1;33;23;20;1;0;1
254;2;2022-23;24;2023-01-20;Las Palmas;10;-1;42;27;14;Mirandés;15;-1;30;27;27;2;1;1
255;2;2022-23;24;2023-01-21;Alavés;1;-1;37;23;21;Racing de Santander;18;-1;25;16;18;3;0;3
256;2;2022-23;24;2023-01-21;Granada;7;-1;35;26;18;Ibiza;9;-1;16;15;35;2;0;2
257;2;2022-23;24;2023-01-21;Málaga;14;-1;20;18;28;Burgos CF;4;-1;38;21;13;1;1;0
258;2;2022-23;24;2023-01-21;Ponferradina;17;-1;25;22;30;Eibar;5;-1;43;27;18;0;1;-1
259;2;2022-23;24;2023-01-22;FC Cartagena;6;-1;33;23;22;Tenerife;20;-1;27;23;25;0;1;-1
260;2;2022-23;24;2023-01-22;Huesca;8;-1;30;18;19;Oviedo;16;-1;30;15;18;1;1;0
261;2;2022-23;24;2023-01-22;Leganés;11;-1;33;23;21;Levante;12;-1;40;26;15;2;2;0
262;2;2022-23;24;2023-01-22;Lugo;13;-1;21;18;29;Villarreal B;21;-1;28;26;30;1;2;-1
263;2;2022-23;24;2023-01-22;Sporting de Gijón;19;-1;28;23;25;Zaragoza;22;-1;29;21;21;1;0;1
264;2;2022-23;24;2023-01-23;Andorra;3;-1;32;26;20;Albacete;2;-1;36;29;26;0;1;-1
265;2;2022-23;25;2023-01-27;Racing de Santander;18;-1;25;16;21;Tenerife;20;-1;30;24;25;1;1;0
266;2;2022-23;25;2023-01-28;Eibar;5;-1;46;28;18;Leganés;11;-1;34;25;23;0;0;0
267;2;2022-23;25;2023-01-28;Oviedo;16;-1;31;16;19;Villarreal B;21;-1;31;28;31;0;1;-1
268;2;2022-23;25;2023-01-28;Granada;7;-1;38;28;18;Andorra;3;-1;32;26;21;2;0;2
269;2;2022-23;25;2023-01-28;Las Palmas;10;-1;45;29;15;Huesca;8;-1;31;19;20;1;0;1
270;2;2022-23;25;2023-01-29;Albacete;2;-1;39;30;26;Lugo;13;-1;21;19;31;2;0;2
271;2;2022-23;25;2023-01-29;Mirandés;15;-1;30;28;29;Alavés;1;-1;40;26;21;1;3;-2
272;2;2022-23;25;2023-01-29;Levante;12;-1;41;28;17;Burgos CF;4;-1;39;22;14;1;0;1
273;2;2022-23;25;2023-01-29;Ibiza;9;-1;16;15;37;FC Cartagena;6;-1;33;23;23;2;2;0
274;2;2022-23;25;2023-01-29;Sporting de Gijón;19;-1;31;24;25;Málaga;14;-1;21;19;29;0;0;0
275;2;2022-23;25;2023-01-30;Zaragoza;22;-1;29;21;22;Ponferradina;17;-1;25;22;31;0;0;0
276;2;2022-23;26;2023-02-03;Málaga;14;-1;22;19;29;Oviedo;16;-1;31;16;20;0;1;-1
277;2;2022-23;26;2023-02-04;Alavés;1;-1;43;29;22;Eibar;5;-1;47;28;18;2;0;2
278;2;2022-23;26;2023-02-04;Huesca;8;-1;31;19;21;Mirandés;15;-1;30;29;32;1;0;1
279;2;2022-23;26;2023-02-04;Leganés;11;-1;35;25;23;Sporting de Gijón;19;-1;32;24;25;1;0;1
280;2;2022-23;26;2023-02-04;Tenerife;20;-1;31;25;26;Albacete;2;-1;42;32;26;1;0;1
281;2;2022-23;26;2023-02-05;Andorra;3;-1;32;26;23;Zaragoza;22;-1;30;21;22;0;1;-1
282;2;2022-23;26;2023-02-05;FC Cartagena;6;-1;34;25;25;Levante;12;-1;44;29;17;1;2;-1
283;2;2022-23;26;2023-02-05;Ponferradina;17;-1;26;22;31;Racing de Santander;18;-1;26;17;22;1;1;0
284;2;2022-23;26;2023-02-05;Villarreal B;21;-1;34;29;31;Granada;7;-1;41;30;18;0;2;-2
285;2;2022-23;26;2023-02-05;Lugo;13;-1;21;19;33;Ibiza;9;-1;17;17;39;0;0;0
286;2;2022-23;26;2023-02-06;Burgos CF;4;-1;39;22;15;Las Palmas;10;-1;48;30;15;0;0;0
287;2;2022-23;27;2023-02-10;Granada;7;-1;44;32;18;Tenerife;20;-1;34;26;26;2;0;2
288;2;2022-23;27;2023-02-11;Las Palmas;10;-1;49;30;15;Lugo;13;-1;22;19;33;3;0;3
289;2;2022-23;27;2023-02-11;Mirandés;15;-1;30;29;33;Villarreal B;21;-1;34;29;33;2;1;1
290;2;2022-23;27;2023-02-11;Zaragoza;22;-1;33;22;22;Alavés;1;-1;46;31;22;1;4;-3
291;2;2022-23;27;2023-02-11;Levante;12;-1;47;31;18;Andorra;3;-1;32;26;24;1;0;1
292;2;2022-23;27;2023-02-12;Ibiza;9;-1;18;17;39;Ponferradina;17;-1;27;23;32;1;1;0
293;2;2022-23;27;2023-02-12;Albacete;2;-1;42;32;27;Málaga;14;-1;22;19;30;3;2;1
294;2;2022-23;27;2023-02-12;Oviedo;16;-1;34;17;20;Burgos CF;4;-1;40;22;15;0;1;-1
295;2;2022-23;27;2023-02-12;Eibar;5;-1;47;28;20;FC Cartagena;6;-1;34;26;27;0;3;-3
296;2;2022-23;27;2023-02-12;Sporting de Gijón;19;-1;32;24;26;Huesca;8;-1;34;20;21;1;1;0
297;2;2022-23;27;2023-02-13;Racing de Santander;18;-1;27;18;23;Leganés;11;-1;38;26;23;2;1;1
298;2;2022-23;28;2023-02-17;FC Cartagena;6;-1;37;29;27;Oviedo;16;-1;34;17;21;2;1;1
299;2;2022-23;28;2023-02-18;Leganés;11;-1;38;27;25;Las Palmas;10;-1;52;33;15;0;0;0
300;2;2022-23;28;2023-02-18;Lugo;13;-1;22;19;36;Eibar;5;-1;47;28;23;0;2;-2
301;2;2022-23;28;2023-02-18;Ponferradina;17;-1;28;24;33;Levante;12;-1;50;32;18;0;0;0
302;2;2022-23;28;2023-02-18;Tenerife;20;-1;34;26;28;Mirandés;15;-1;33;31;34;1;0;1
303;2;2022-23;28;2023-02-19;Alavés;1;-1;49;35;23;Ibiza;9;-1;19;18;40;4;2;2
304;2;2022-23;28;2023-02-19;Andorra;3;-1;32;26;25;Sporting de Gijón;19;-1;33;25;27;1;0;1
305;2;2022-23;28;2023-02-19;Huesca;8;-1;35;21;22;Granada;7;-1;47;34;18;1;1;0
306;2;2022-23;28;2023-02-19;Villarreal B;21;-1;34;30;35;Racing de Santander;18;-1;30;20;24;2;1;1
307;2;2022-23;28;2023-02-19;Burgos CF;4;-1;43;23;15;Albacete;2;-1;45;35;29;1;1;0
308;2;2022-23;28;2023-02-20;Málaga;14;-1;22;21;33;Zaragoza;22;-1;33;23;26;3;0;3
309;2;2022-23;29;2023-02-24;Eibar;5;-1;50;30;23;Villarreal B;21;-1;37;32;36;2;0;2
310;2;2022-23;29;2023-02-25;Alavés;1;-1;52;39;25;FC Cartagena;6;-1;40;31;28;0;0;0
311;2;2022-23;29;2023-02-25;Sporting de Gijón;19;-1;33;25;28;Tenerife;20;-1;37;27;28;1;0;1
312;2;2022-23;29;2023-02-25;Racing de Santander;18;-1;30;21;26;Andorra;3;-1;35;27;25;2;1;1
313;2;2022-23;29;2023-02-25;Mirandés;15;-1;33;31;35;Leganés;11;-1;39;27;25;0;0;0
314;2;2022-23;29;2023-02-26;Las Palmas;10;-1;53;33;15;Ponferradina;17;-1;29;24;33;2;0;2
315;2;2022-23;29;2023-02-26;Levante;12;-1;51;32;18;Lugo;13;-1;22;19;38;3;1;2
316;2;2022-23;29;2023-02-26;Zaragoza;22;-1;33;23;29;Burgos CF;4;-1;44;24;16;0;0;0
317;2;2022-23;29;2023-02-26;Ibiza;9;-1;19;20;44;Huesca;8;-1;36;22;23;2;2;0
318;2;2022-23;29;2023-02-26;Oviedo;16;-1;34;18;23;Albacete;2;-1;46;36;30;1;1;0
319;2;2022-23;29;2023-02-27;Granada;7;-1;48;35;19;Málaga;14;-1;25;24;33;1;0;1
320;2;2022-23;30;2023-03-03;Andorra;3;-1;35;28;27;Las Palmas;10;-1;56;35;15;0;0;0
321;2;2022-23;30;2023-03-04;Burgos CF;4;-1;45;24;16;Granada;7;-1;51;36;19;1;3;-2
322;2;2022-23;30;2023-03-04;Huesca;8;-1;37;24;25;Levante;12;-1;54;35;19;3;0;3
323;2;2022-23;30;2023-03-04;Mirandés;15;-1;34;31;35;Oviedo;16;-1;35;19;24;1;0;1
324;2;2022-23;30;2023-03-04;Tenerife;20;-1;37;27;29;Eibar;5;-1;53;32;23;0;1;-1
325;2;2022-23;30;2023-03-05;Lugo;13;-1;22;20;41;Zaragoza;22;-1;34;23;29;0;0;0
326;2;2022-23;30;2023-03-05;Málaga;14;-1;25;24;34;Racing de Santander;18;-1;33;23;27;0;1;-1
327;2;2022-23;30;2023-03-05;Albacete;2;-1;47;37;31;Sporting de Gijón;19;-1;36;26;28;2;1;1
328;2;2022-23;30;2023-03-05;Ponferradina;17;-1;29;24;35;FC Cartagena;6;-1;41;31;28;0;3;-3
329;2;2022-23;30;2023-03-05;Leganés;11;-1;40;27;25;Ibiza;9;-1;20;22;46;0;1;-1
330;2;2022-23;30;2023-03-06;Villarreal B;21;-1;37;32;38;Alavés;1;-1;53;39;25;1;0;1
331;2;2022-23;31;2023-03-10;Oviedo;16;-1;35;19;25;Tenerife;20;-1;37;27;30;0;0;0
332;2;2022-23;31;2023-03-11;Alavés;1;-1;53;39;26;Lugo;13;-1;23;20;41;0;0;0
333;2;2022-23;31;2023-03-11;Ibiza;9;-1;23;23;46;Villarreal B;21;-1;40;33;38;0;0;0
334;2;2022-23;31;2023-03-11;Las Palmas;10;-1;57;35;15;Málaga;14;-1;25;24;35;2;2;0
335;2;2022-23;31;2023-03-11;Eibar;5;-1;56;33;23;Burgos CF;4;-1;45;25;19;1;0;1
336;2;2022-23;31;2023-03-12;Granada;7;-1;54;39;20;Ponferradina;17;-1;29;24;38;2;2;0
337;2;2022-23;31;2023-03-12;FC Cartagena;6;-1;44;34;28;Andorra;3;-1;36;28;27;0;3;-3
338;2;2022-23;31;2023-03-12;Zaragoza;22;-1;35;23;29;Leganés;11;-1;40;27;26;3;0;3
339;2;2022-23;31;2023-03-12;Sporting de Gijón;19;-1;36;27;30;Mirandés;15;-1;37;32;35;3;4;-1
340;2;2022-23;31;2023-03-12;Levante;12;-1;54;35;22;Albacete;2;-1;50;39;32;0;0;0
341;2;2022-23;31;2023-03-13;Racing de Santander;18;-1;36;24;27;Huesca;8;-1;40;27;25;1;1;0
342;2;2022-23;32;2023-03-17;Málaga;14;-1;26;26;37;Levante;12;-1;55;35;22;0;0;0
343;2;2022-23;32;2023-03-18;Andorra;3;-1;39;31;27;Ibiza;9;-1;24;23;46;2;2;0
344;2;2022-23;32;2023-03-18;Leganés;11;-1;40;27;29;Oviedo;16;-1;36;19;25;0;1;-1
345;2;2022-23;32;2023-03-18;Albacete;2;-1;51;39;32;Granada;7;-1;55;41;22;1;2;-1
346;2;2022-23;32;2023-03-18;Ponferradina;17;-1;30;26;40;Alavés;1;-1;54;39;26;1;0;1
347;2;2022-23;32;2023-03-18;Tenerife;20;-1;38;27;30;Las Palmas;10;-1;58;37;17;4;1;3
348;2;2022-23;32;2023-03-19;Burgos CF;4;-1;45;25;20;Sporting de Gijón;19;-1;36;30;34;0;0;0
349;2;2022-23;32;2023-03-19;Huesca;8;-1;41;28;26;Zaragoza;22;-1;38;26;29;1;1;0
350;2;2022-23;32;2023-03-19;Lugo;13;-1;24;20;41;Racing de Santander;18;-1;37;25;28;1;1;0
351;2;2022-23;32;2023-03-19;Villarreal B;21;-1;41;33;38;FC Cartagena;6;-1;44;34;31;5;2;3
352;2;2022-23;32;2023-03-20;Mirandés;15;-1;40;36;38;Eibar;5;-1;59;34;23;2;3;-1
353;2;2022-23;33;2023-03-24;FC Cartagena;6;-1;44;36;36;Lugo;13;-1;25;21;42;2;0;2
354;2;2022-23;33;2023-03-25;Alavés;1;-1;54;39;27;Tenerife;20;-1;41;31;31;1;0;1
355;2;2022-23;33;2023-03-25;Ibiza;9;-1;25;25;48;Burgos CF;4;-1;46;25;20;2;0;2
356;2;2022-23;33;2023-03-25;Racing de Santander;18;-1;38;26;29;Levante;12;-1;56;35;22;0;1;-1
357;2;2022-23;33;2023-03-26;Granada;7;-1;58;43;23;Oviedo;16;-1;39;20;25;1;0;1
358;2;2022-23;33;2023-03-26;Las Palmas;10;-1;58;38;21;Sporting de Gijón;19;-1;37;30;34;1;1;0
359;2;2022-23;33;2023-03-26;Eibar;5;-1;62;37;25;Andorra;3;-1;40;33;29;0;0;0
360;2;2022-23;33;2023-03-26;Villarreal B;21;-1;44;38;40;Huesca;8;-1;42;29;27;0;0;0
361;2;2022-23;33;2023-03-26;Ponferradina;17;-1;33;27;40;Mirandés;15;-1;40;38;41;0;0;0
362;2;2022-23;33;2023-03-26;Zaragoza;22;-1;39;27;30;Albacete;2;-1;51;40;34;1;1;0
363;2;2022-23;33;2023-03-27;Málaga;14;-1;27;26;37;Leganés;11;-1;40;27;30;2;0;2
364;2;2022-23;34;2023-03-31;Levante;12;-1;59;36;22;Zaragoza;22;-1;40;28;31;1;1;0
365;2;2022-23;34;2023-04-01;Burgos CF;4;-1;46;25;22;Racing de Santander;18;-1;38;26;30;2;1;1
366;2;2022-23;34;2023-04-01;Tenerife;20;-1;41;31;32;Villarreal B;21;-1;45;38;40;1;1;0
367;2;2022-23;34;2023-04-01;Leganés;11;-1;40;27;32;FC Cartagena;6;-1;47;38;36;1;3;-2
368;2;2022-23;34;2023-04-01;Oviedo;16;-1;39;20;26;Eibar;5;-1;63;37;25;1;1;0
369;2;2022-23;34;2023-04-02;Andorra;3;-1;41;33;29;Málaga;14;-1;30;28;37;1;0;1
370;2;2022-23;34;2023-04-02;Lugo;13;-1;25;21;44;Ponferradina;17;-1;34;27;40;0;0;0
371;2;2022-23;34;2023-04-02;Huesca;8;-1;43;29;27;Alavés;1;-1;57;40;27;0;1;-1
372;2;2022-23;34;2023-04-02;Sporting de Gijón;19;-1;38;31;35;Granada;7;-1;61;44;23;1;0;1
373;2;2022-23;34;2023-04-02;Mirandés;15;-1;41;38;41;Ibiza;9;-1;28;27;48;2;2;0
374;2;2022-23;34;2023-04-03;Albacete;2;-1;52;41;35;Las Palmas;10;-1;59;39;22;1;2;-1
375;2;2022-23;35;2023-04-07;Lugo;13;-1;26;21;44;Tenerife;20;-1;42;32;33;0;0;0
376;2;2022-23;35;2023-04-07;Villarreal B;21;-1;46;39;41;Málaga;14;-1;30;28;38;1;2;-1
377;2;2022-23;35;2023-04-08;Ibiza;9;-1;29;29;50;Sporting de Gijón;19;-1;41;32;35;1;3;-2
378;2;2022-23;35;2023-04-08;Zaragoza;22;-1;41;29;32;Granada;7;-1;61;44;24;1;0;1
379;2;2022-23;35;2023-04-08;Racing de Santander;18;-1;38;27;32;Albacete;2;-1;52;42;37;4;1;3
380;2;2022-23;35;2023-04-09;FC Cartagena;6;-1;50;41;37;Mirandés;15;-1;42;40;43;1;0;1
381;2;2022-23;35;2023-04-09;Eibar;5;-1;64;38;26;Levante;12;-1;60;37;23;1;1;0
382;2;2022-23;35;2023-04-09;Las Palmas;10;-1;62;41;23;Oviedo;16;-1;40;21;27;0;1;-1
383;2;2022-23;35;2023-04-09;Huesca;8;-1;43;29;28;Burgos CF;4;-1;49;27;23;2;1;1
384;2;2022-23;35;2023-04-09;Ponferradina;17;-1;35;27;40;Leganés;11;-1;40;28;35;0;1;-1
385;2;2022-23;35;2023-04-10;Alavés;1;-1;60;41;27;Andorra;3;-1;44;34;29;0;0;0
386;2;2022-23;36;2023-04-14;Albacete;2;-1;52;43;41;Eibar;5;-1;65;39;27;3;1;2
387;2;2022-23;36;2023-04-15;Burgos CF;4;-1;49;28;25;Ponferradina;17;-1;35;27;41;2;2;0
388;2;2022-23;36;2023-04-15;Granada;7;-1;61;44;25;Las Palmas;10;-1;62;41;24;2;1;1
389;2;2022-23;36;2023-04-15;Oviedo;16;-1;43;22;27;Lugo;13;-1;27;21;44;2;1;1
390;2;2022-23;36;2023-04-15;Zaragoza;22;-1;44;30;32;Racing de Santander;18;-1;41;31;33;4;1;3
391;2;2022-23;36;2023-04-16;Andorra;3;-1;45;34;29;Huesca;8;-1;46;31;29;1;0;1
392;2;2022-23;36;2023-04-16;Leganés;11;-1;43;29;35;Villarreal B;21;-1;46;40;43;1;0;1
393;2;2022-23;36;2023-04-16;Sporting de Gijón;19;-1;44;35;36;Alavés;1;-1;61;41;27;0;0;0
394;2;2022-23;36;2023-04-16;Málaga;14;-1;33;30;39;FC Cartagena;6;-1;53;42;37;1;0;1
395;2;2022-23;36;2023-04-16;Tenerife;20;-1;43;32;33;Ibiza;9;-1;29;30;53;4;0;4
396;2;2022-23;36;2023-04-17;Levante;12;-1;61;38;24;Mirandés;15;-1;42;40;44;1;2;-1
397;2;2022-23;37;2023-04-21;Eibar;5;-1;65;40;30;Zaragoza;22;-1;47;34;33;1;1;0
398;2;2022-23;37;2023-04-22;FC Cartagena;6;-1;53;42;38;Sporting de Gijón;19;-1;45;35;36;2;1;1
399;2;2022-23;37;2023-04-22;Ibiza;9;-1;29;30;57;Oviedo;16;-1;46;24;28;1;2;-1
400;2;2022-23;37;2023-04-22;Ponferradina;17;-1;36;29;43;Andorra;3;-1;48;35;29;1;4;-3
401;2;2022-23;37;2023-04-22;Las Palmas;10;-1;62;42;26;Levante;12;-1;61;39;26;0;0;0
402;2;2022-23;37;2023-04-22;Villarreal B;21;-1;46;40;44;Albacete;2;-1;55;46;42;1;2;-1
403;2;2022-23;37;2023-04-23;Alavés;1;-1;62;41;27;Leganés;11;-1;46;30;35;2;1;1
404;2;2022-23;37;2023-04-23;Lugo;13;-1;27;22;46;Málaga;14;-1;36;31;39;0;2;-2
405;2;2022-23;37;2023-04-23;Mirandés;15;-1;45;42;45;Burgos CF;4;-1;50;30;27;2;1;1
406;2;2022-23;37;2023-04-23;Racing de Santander;18;-1;41;32;37;Granada;7;-1;64;46;26;1;0;1
407;2;2022-23;37;2023-04-24;Huesca;8;-1;46;31;30;Tenerife;20;-1;46;36;33;1;1;0
408;2;2022-23;38;2023-04-28;Racing de Santander;18;-1;44;33;37;Ibiza;9;-1;29;31;59;1;0;1
409;2;2022-23;38;2023-04-29;Albacete;2;-1;58;48;43;FC Cartagena;6;-1;56;44;39;1;1;0
410;2;2022-23;38;2023-04-29;Levante;12;-1;62;39;26;Alavés;1;-1;65;43;28;2;0;2
411;2;2022-23;38;2023-04-29;Tenerife;20;-1;47;37;34;Leganés;11;-1;46;31;37;1;0;1
412;2;2022-23;38;2023-04-30;Andorra;3;-1;51;39;30;Mirandés;15;-1;48;44;46;0;1;-1
413;2;2022-23;38;2023-04-30;Oviedo;16;-1;49;26;29;Ponferradina;17;-1;36;30;47;3;2;1
414;2;2022-23;38;2023-04-30;Granada;7;-1;64;46;27;Eibar;5;-1;66;41;31;1;1;0
415;2;2022-23;38;2023-04-30;Zaragoza;22;-1;48;35;34;Las Palmas;10;-1;63;42;26;1;1;0
416;2;2022-23;38;2023-05-01;Burgos CF;4;-1;50;31;29;Villarreal B;21;-1;46;41;46;1;0;1
417;2;2022-23;38;2023-05-01;Málaga;14;-1;39;33;39;Huesca;8;-1;47;32;31;0;0;0
418;2;2022-23;38;2023-05-01;Sporting de Gijón;19;-1;45;36;38;Lugo;13;-1;27;22;48;3;1;2
419;2;2022-23;39;2023-05-05;Alavés;1;-1;65;43;30;Granada;7;-1;65;47;28;1;1;0
420;2;2022-23;39;2023-05-06;Mirandés;15;-1;51;45;46;Racing de Santander;18;-1;47;34;37;1;1;0
421;2;2022-23;39;2023-05-06;Leganés;11;-1;46;31;38;Huesca;8;-1;48;32;31;2;1;1
422;2;2022-23;39;2023-05-06;Tenerife;20;-1;50;38;34;Levante;12;-1;65;41;26;1;0;1
423;2;2022-23;39;2023-05-07;Oviedo;16;-1;52;29;31;Zaragoza;22;-1;49;36;35;2;1;1
424;2;2022-23;39;2023-05-07;Lugo;13;-1;27;23;51;Andorra;3;-1;51;39;31;2;2;0
